Category,Name,Portion(fl oz),Calories,Calories from fat,Total Fat(g),Saturated fat(g),Trans fat(g),Cholesterol(mg),Sodium(mg),Total Carbohydrate(g),Dietary Fiber(g),Sugars(g),Protein(g),Caffeine(mg),Size,Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,170,20,2.5,2.0,0.0,0,160,37,0,36,0,0,Tall,Coconut,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,250,90,10.0,7.0,0.0,25,170,39,0,39,1,0,Tall,Coconut,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,170,0,0.0,0.0,0.0,0,160,39,0,38,4,0,Tall,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,250,70,8.0,5.0,0.0,25,170,41,0,41,4,0,Tall,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,200,30,3.5,2.0,0.0,10,170,39,0,38,3,0,Tall,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,280,100,11.0,7.0,0.0,35,170,41,0,41,4,0,Tall,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,190,20,2.0,1.5,0.0,10,170,39,0,38,4,0,Tall,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,270,90,10.0,6.0,0.0,35,180,41,0,41,4,0,Tall,2% Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,190,15,1.5,0.0,0.0,0,160,40,1,39,3,0,Tall,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,270,90,10.0,5.0,0.0,25,170,43,1,41,4,0,Tall,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,12.0,240,90,9.0,5.0,0.0,25,170,38,1,37,1,0,Grande,Almond,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,230,20,2.0,0.0,0.0,0,240,52,1,51,1,0,Grande,Almond,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,240,25,3.0,3.0,0.0,0,230,54,0,53,0,0,Grande,Coconut,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,360,130,14.0,10.0,0.0,35,240,57,0,56,1,0,Grande,Coconut,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,250,0,0.0,0.0,0.0,5,240,57,0,56,5,0,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,360,100,11.0,7.0,0.0,35,240,60,0,59,6,0,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,280,40,4.5,2.5,0.0,15,240,56,0,56,4,0,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,400,140,16.0,10.0,0.5,50,250,60,0,59,5,0,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,270,25,3.0,2.0,0.0,10,240,56,0,56,5,0,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,380,120,14.0,9.0,0.0,45,250,60,0,59,6,0,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,270,20,2.5,0.0,0.0,0,230,59,1,56,4,0,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,380,120,13.0,7.0,0.0,35,240,62,1,59,5,0,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,16.0,340,120,13.0,7.0,0.0,35,240,56,1,54,2,0,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,300,30,3.0,0.0,0.0,0,310,67,1,65,1,0,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,320,40,4.0,4.0,0.0,0,300,70,0,68,0,0,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,430,140,15.0,11.0,0.0,35,310,73,0,71,1,0,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,320,0,0.0,0.0,0.0,5,310,73,0,72,7,0,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,430,100,11.0,7.0,0.0,40,320,76,0,75,8,0,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,370,60,7.0,4.0,0.0,20,310,73,0,72,6,0,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,490,160,17.0,11.0,0.5,55,320,76,0,75,7,0,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,350,35,4.0,2.5,0.0,15,320,73,0,72,7,0,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,460,130,15.0,9.0,0.5,50,330,76,0,75,7,0,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,360,30,3.0,0.0,0.0,0,300,76,1,72,6,0,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Vanilla Bean Crème Frappuccino® Blended Crème,24.0,470,130,14.0,7.0,0.0,35,310,79,1,76,6,0,Venti Iced,Soy (United States),Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,480,200,22.0,13.0,0.0,35,270,65,1,61,8,225,Tall,Almond,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,190,20,2.0,1.0,0.0,0,170,40,0,40,1,65,Tall,Almond,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,190,25,2.5,2.5,0.0,0,170,41,0,41,1,65,Tall,Coconut,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,270,100,11.0,7.0,0.0,30,180,44,0,43,1,65,Tall,Coconut,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,190,10,1.0,1.0,0.0,0,170,43,0,42,3,65,Tall,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,270,80,9.0,6.0,0.0,30,180,45,0,45,4,65,Tall,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,210,30,3.5,2.0,0.0,10,170,43,0,42,3,65,Tall,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,300,100,11.0,7.0,0.0,40,180,45,0,44,4,65,Tall,Whole Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,210,25,2.5,2.0,0.0,5,170,43,0,42,3,65,Tall,2% Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,290,90,11.0,7.0,0.0,35,180,45,0,44,4,65,Tall,2% Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,210,20,2.0,1.0,0.0,0,170,44,0,42,3,65,Tall,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,290,90,10.0,6.0,0.0,30,180,46,0,45,3,65,Tall,Soy (United States),Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,12.0,270,90,10.0,6.0,0.0,25,180,43,0,42,2,65,Grande,Almond,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,270,30,3.5,1.5,0.0,0,240,59,0,58,2,90,Grande,Almond,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,280,35,4.0,3.5,0.0,0,240,60,0,59,2,90,Grande,Coconut,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,390,130,15.0,10.0,0.0,40,250,63,0,63,2,90,Grande,Coconut,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,280,15,2.0,1.5,0.0,5,240,62,0,61,5,90,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,390,120,13.0,9.0,0.0,45,250,65,0,64,5,90,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,300,45,5.0,3.0,0.0,10,240,61,0,61,4,90,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,420,140,16.0,10.0,0.0,50,250,65,0,64,5,90,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,290,35,3.5,2.5,0.0,10,240,61,0,61,4,90,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,410,130,15.0,10.0,0.0,50,250,65,0,64,5,90,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,300,30,3.5,1.5,0.0,0,230,63,0,61,4,90,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,410,130,14.0,9.0,0.0,40,250,66,0,65,5,90,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16.0,380,130,14.0,9.0,0.0,35,250,62,0,61,3,90,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,360,40,4.5,2.0,0.0,0,330,79,1,77,3,125,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,380,45,5.0,4.5,0.0,0,330,81,0,80,2,125,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,490,150,16.0,12.0,0.0,40,340,84,0,83,3,125,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,380,20,2.0,1.5,0.0,5,330,83,0,82,7,125,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,490,120,13.0,9.0,0.0,45,340,86,0,86,7,125,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,420,60,7.0,4.5,0.0,15,330,83,0,82,6,125,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,530,160,18.0,11.0,0.0,55,350,86,0,85,7,125,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,400,45,5.0,3.5,0.0,15,340,83,0,82,7,125,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,510,140,16.0,10.0,0.0,55,350,86,0,85,7,125,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,400,40,4.5,2.0,0.0,0,330,85,1,83,6,125,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24.0,520,140,16.0,9.0,0.0,40,340,88,1,86,6,125,Venti Iced,Soy (United States),Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,140,45,5.0,0.0,0.0,0,120,25,1,22,2,0,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,210,100,11.0,4.0,0.0,20,125,27,1,25,2,0,Tall,Almond,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,170,50,6.0,5.0,0.0,0,130,28,0,26,1,0,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,230,110,12.0,9.0,0.0,20,135,30,1,28,1,0,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,170,0,0.0,0.0,0.0,5,120,32,0,31,10,0,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,230,60,6.0,4.0,0.0,25,125,34,0,33,10,0,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,240,80,9.0,5.0,0.0,30,120,32,0,31,9,0,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,310,140,15.0,9.0,0.0,45,125,34,0,33,9,0,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,210,50,6.0,3.5,0.0,25,135,32,0,31,9,0,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,280,100,12.0,7.0,0.0,40,140,34,0,33,10,0,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,210,40,4.5,0.5,0.0,0,105,35,1,31,8,0,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12.0,280,90,10.0,4.5,0.0,20,110,38,1,33,8,0,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,190,60,6.0,0.5,0.0,0,160,33,2,30,2,0,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,260,120,13.0,5.0,0.0,20,160,36,2,32,3,0,Grande,Almond,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,220,70,8.0,7.0,0.0,0,170,37,1,34,1,0,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,300,130,15.0,11.0,0.0,20,170,40,1,37,2,0,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,220,5,0.0,0.0,0.0,5,160,42,0,41,12,0,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,290,60,7.0,4.5,0.0,30,160,45,0,43,13,0,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,320,110,12.0,7.0,0.0,35,160,42,0,40,12,0,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,390,170,19.0,11.0,0.5,60,160,44,0,43,12,0,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,280,70,7.0,4.5,0.0,30,170,42,0,40,12,0,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,350,130,14.0,9.0,0.5,50,180,44,0,43,13,0,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,280,50,6.0,0.5,0.0,0,135,47,1,41,10,0,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16.0,350,110,12.0,5.0,0.0,20,140,49,1,44,10,0,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,240,70,8.0,0.5,0.0,0,200,42,2,37,3,0,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,310,130,15.0,5.0,0.0,20,210,44,2,40,4,0,Venti,Almond,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,280,90,10.0,9.0,0.0,0,210,47,1,43,1,0,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,360,150,17.0,13.0,0.0,20,220,49,1,46,2,0,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,280,5,0.0,0.0,0.0,10,200,53,0,52,16,0,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,350,70,7.0,4.5,0.0,30,200,56,0,54,16,0,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,410,140,15.0,9.0,0.0,45,200,53,0,51,15,0,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,480,200,22.0,13.0,0.5,70,210,55,0,54,15,0,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,360,80,9.0,6.0,0.0,40,220,53,0,51,16,0,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,430,150,16.0,10.0,0.5,60,230,55,0,54,16,0,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,350,60,7.0,1.0,0.0,0,170,59,2,52,13,0,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20.0,430,130,14.0,5.0,0.0,20,180,61,2,54,13,0,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,130,35,4.0,1.0,0.0,0,75,21,3,17,2,15,Kids,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,190,80,9.0,4.0,0.0,20,80,24,3,19,3,15,Kids,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,140,45,5.0,4.5,0.0,0,70,23,2,20,2,15,Kids,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,200,90,10.0,8.0,0.0,20,75,26,2,22,2,15,Kids,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,140,10,1.5,1.0,0.0,5,70,26,2,23,7,15,Kids,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,200,60,6.0,4.0,0.0,20,95,29,2,24,8,15,Kids,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,190,60,7.0,4.0,0.0,15,70,26,2,22,7,15,Kids,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,250,110,12.0,7.0,0.0,35,80,28,2,24,7,15,Kids,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,170,40,4.5,3.0,0.0,15,80,26,2,22,7,15,Kids,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,230,90,10.0,6.0,0.0,30,85,28,2,24,7,15,Kids,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,170,35,3.5,1.0,0.0,0,60,28,3,23,6,15,Kids,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,230,80,9.0,4.5,0.0,20,65,30,3,25,6,15,Kids,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,130,35,4.0,1.0,0.0,0,75,21,3,17,2,15,Short,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,190,80,9.0,4.0,0.0,20,80,24,3,19,3,15,Short,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,140,45,5.0,4.5,0.0,0,70,23,2,20,2,15,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,200,90,10.0,8.0,0.0,20,75,26,2,22,2,15,Short,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,140,10,1.5,1.0,0.0,5,70,26,2,23,7,15,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,200,60,6.0,4.0,0.0,20,95,29,2,24,8,15,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,190,60,7.0,4.0,0.0,15,70,26,2,22,7,15,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,250,110,12.0,7.0,0.0,35,80,28,2,24,7,15,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,170,40,4.5,3.0,0.0,15,80,26,2,22,7,15,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,230,90,10.0,6.0,0.0,30,85,28,2,24,7,15,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,170,35,3.5,1.0,0.0,0,60,28,3,23,6,15,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8.0,230,80,9.0,4.5,0.0,20,95,30,3,25,6,15,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,190,50,6.0,1.5,0.0,0,115,30,4,23,4,20,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,250,110,12.0,5.0,0.0,25,125,33,4,26,4,20,Tall,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,210,70,8.0,7.0,0.0,0,110,33,3,28,3,20,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,280,120,14.0,10.0,0.0,25,115,36,3,31,3,20,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,210,20,2.0,1.0,0.0,5,110,37,3,32,11,20,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,280,70,8.0,5.0,0.0,30,115,40,3,34,11,20,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,280,90,10.0,6.0,0.0,25,110,37,3,32,10,20,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,350,150,16.0,10.0,0.0,50,120,39,3,34,11,20,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,250,60,7.0,4.5,0.0,20,125,37,3,32,11,20,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,320,120,13.0,8.0,0.0,45,130,39,3,34,11,20,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,250,50,6.0,1.5,0.0,0,95,40,4,32,9,20,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12.0,320,110,12.0,5.0,0.0,25,100,43,4,34,9,20,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,240,70,8.0,2.0,0.0,0,150,38,5,29,5,25,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,320,140,15.0,6.0,0.0,25,160,41,6,32,5,25,Grande,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,270,90,10.0,9.0,0.0,0,140,42,4,35,4,25,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,350,150,17.0,13.0,0.0,25,150,46,4,38,4,25,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,270,25,2.5,1.5,0.0,5,140,47,4,41,14,25,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,350,90,10.0,6.0,0.0,35,150,51,4,43,15,25,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,360,120,13.0,8.0,0.0,35,150,47,4,41,13,25,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,440,180,20.0,12.0,0.5,60,150,50,4,43,14,25,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,320,80,9.0,6.0,0.0,25,160,47,4,41,14,25,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,400,150,16.0,10.0,0.0,55,170,50,4,43,14,25,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,320,70,8.0,2.0,0.0,0,125,51,5,41,12,25,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16.0,400,130,15.0,7.0,0.0,25,130,54,5,44,12,25,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,320,90,10.0,2.5,0.0,0,190,51,7,40,6,35,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,390,160,17.0,7.0,0.0,25,200,54,7,43,7,35,Venti,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,360,110,13.0,11.0,0.0,0,180,57,5,48,4,35,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,430,180,20.0,15.0,0.0,25,190,60,5,51,5,35,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,350,30,3.5,2.0,0.0,10,180,63,5,55,18,35,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,430,90,10.0,6.0,0.0,35,190,66,5,58,18,35,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,470,150,17.0,10.0,0.0,45,190,62,5,55,17,35,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,550,220,24.0,14.0,0.5,70,190,66,5,57,17,35,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,420,100,11.0,7.0,0.0,35,200,62,5,55,17,35,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,500,170,19.0,12.0,0.5,60,210,66,5,57,18,35,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,420,90,9.0,2.5,0.0,0,160,68,7,55,15,35,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20.0,500,150,17.0,7.0,0.0,25,170,71,7,58,15,35,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,120,30,3.0,0.0,0.0,0,120,20,1,19,2,0,Kids,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,170,70,8.0,3.5,0.0,20,125,22,1,21,3,0,Kids,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,130,35,4.0,4.0,0.0,0,115,23,0,22,2,0,Kids,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,190,80,9.0,7.0,0.0,20,120,25,0,24,2,0,Kids,Coconut,Whipped Cream
